GEO_ID,NAME,B25075_001E,B25075_001M,B25075_002E,B25075_002M,B25075_003E,B25075_003M,B25075_004E,B25075_004M,B25075_005E,B25075_005M,B25075_006E,B25075_006M,B25075_007E,B25075_007M,B25075_008E,B25075_008M,B25075_009E,B25075_009M,B25075_010E,B25075_010M,B25075_011E,B25075_011M,B25075_012E,B25075_012M,B25075_013E,B25075_013M,B25075_014E,B25075_014M,B25075_015E,B25075_015M,B25075_016E,B25075_016M,B25075_017E,B25075_017M,B25075_018E,B25075_018M,B25075_019E,B25075_019M,B25075_020E,B25075_020M,B25075_021E,B25075_021M,B25075_022E,B25075_022M,B25075_023E,B25075_023M,B25075_024E,B25075_024M,B25075_025E,B25075_025M,B25075_026E,B25075_026M,B25075_027E,B25075_027M
1500000US370630003013,"Block Group 3, Census Tract 3.01, Durham County, North Carolina",105,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,31,24,7,11,22,21,0,12,25,35,7,15,7,10,0,12,0,12
1500000US370630003021,"Block Group 1, Census Tract 3.02, Durham County, North Carolina",316,69,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,74,60,54,35,54,36,77,53,31,25,26,23,0,12,0,12,0,12,0,12
1500000US370630003022,"Block Group 2, Census Tract 3.02, Durham County, North Carolina",281,68,0,12,17,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,10,15,10,16,20,22,35,32,0,12,53,37,47,44,59,38,0,12,22,34,0,12,0,12
1500000US370630003023,"Block Group 3, Census Tract 3.02, Durham County, North Carolina",172,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,23,41,30,92,60,19,21,0,12,0,12,0,12
1500000US370630004011,"Block Group 1, Census Tract 4.01, Durham County, North Carolina",304,67,0,12,0,12,20,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,34,27,24,24,25,29,0,12,52,31,81,40,58,33,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630004012,"Block Group 2, Census Tract 4.01, Durham County, North Carolina",361,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,10,16,10,15,69,51,23,25,98,46,112,45,23,19,9,14,0,12,0,12,0,12
1500000US370630004013,"Block Group 3, Census Tract 4.01, Durham County, North Carolina",284,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,18,8,14,30,30,14,20,99,53,45,36,38,34,31,30,0,12,0,12,0,12
1500000US370630004021,"Block Group 1, Census Tract 4.02, Durham County, North Carolina",260,66,0,12,0,12,0,12,3,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,20,14,22,10,18,26,24,34,29,30,27,75,45,41,34,10,14,0,12,0,12,0,12,0,12
1500000US370630005001,"Block Group 1, Census Tract 5, Durham County, North Carolina",11,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630005002,"Block Group 2, Census Tract 5, Durham County, North Carolina",119,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,0,12,0,12,0,12,23,30,0,12,44,30,9,13,33,31,0,12,0,12,0,12,0,12
1500000US370630005003,"Block Group 3, Census Tract 5, Durham County, North Carolina",168,77,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,27,0,12,16,25,45,44,35,41,0,12,22,22,0,12,25,39,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630005004,"Block Group 4, Census Tract 5, Durham County, North Carolina",153,79,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,26,0,12,7,14,9,14,46,41,51,50,0,12,8,13,0,12,15,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630006001,"Block Group 1, Census Tract 6, Durham County, North Carolina",459,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,36,0,12,13,21,0,12,51,47,64,53,61,50,122,83,114,80,11,24,0,12,0,12,0,12,0,12,0,12
1500000US370630006002,"Block Group 2, Census Tract 6, Durham County, North Carolina",379,80,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,48,72,8,14,25,31,38,34,5,9,36,41,82,49,57,51,68,52,0,12,0,12,0,12,12,20
1500000US370630006003,"Block Group 3, Census Tract 6, Durham County, North Carolina",183,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,24,0,12,0,12,0,12,0,12,0,12,0,12,5,10,0,12,68,53,42,30,38,33,14,22,0,12,0,12,0,12
1500000US370630007001,"Block Group 1, Census Tract 7, Durham County, North Carolina",122,52,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,24,30,11,16,14,21,17,18,27,27,0,12,10,16,0,12,0,12
1500000US370630007002,"Block Group 2, Census Tract 7, Durham County, North Carolina",405,76,0,12,0,12,17,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,22,0,12,22,28,60,38,63,44,58,43,90,60,40,32,38,33,0,12,0,12,0,12
1500000US370630007003,"Block Group 3, Census Tract 7, Durham County, North Carolina",360,90,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,19,0,12,9,15,0,12,13,15,0,12,113,62,84,63,63,53,6,10,44,29,17,20,0,12,0,12,0,12
1500000US370630009001,"Block Group 1, Census Tract 9, Durham County, North Carolina",97,48,5,8,0,12,0,12,0,12,0,12,0,12,0,12,7,12,20,23,0,12,6,10,0,12,0,12,37,36,5,7,0,12,0,12,4,7,13,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630009002,"Block Group 2, Census Tract 9, Durham County, North Carolina",67,33,0,12,6,9,0,12,0,12,0,12,0,12,0,12,22,21,0,12,0,12,0,12,9,12,0,12,6,9,0,12,0,12,12,13,0,12,5,9,0,12,0,12,7,10,0,12,0,12,0,12,0,12
1500000US370630010011,"Block Group 1, Census Tract 10.01, Durham County, North Carolina",107,51,7,12,0,12,11,19,0,12,0,12,0,12,0,12,0,12,0,12,10,17,8,12,12,17,0,12,40,44,9,14,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630010012,"Block Group 2, Census Tract 10.01, Durham County, North Carolina",81,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,22,35,3,17,0,12,34,46,0,12,0,12,0,12,0,12,9,16,7,11,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630010013,"Block Group 3, Census Tract 10.01, Durham County, North Carolina",160,84,0,12,0,12,8,13,7,11,0,12,0,12,0,12,0,12,38,43,42,43,0,12,0,12,0,12,51,44,14,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630010021,"Block Group 1, Census Tract 10.02, Durham County, North Carolina",130,70,0,12,6,13,0,12,0,12,0,12,0,12,0,12,0,12,40,48,49,42,0,12,0,12,7,12,0,12,11,21,17,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630010022,"Block Group 2, Census Tract 10.02, Durham County, North Carolina",168,121,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22,0,12,135,111,0,12,0,12,20,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630010023,"Block Group 3, Census Tract 10.02, Durham County, North Carolina",41,52,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630010024,"Block Group 4, Census Tract 10.02, Durham County, North Carolina",102,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,45,74,10,21,21,35,0,12,0,12,0,12,0,12,26,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630011001,"Block Group 1, Census Tract 11, Durham County, North Carolina",102,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,21,0,12,0,12,0,12,0,12,47,44,16,21,9,15,0,12,16,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630011002,"Block Group 2, Census Tract 11, Durham County, North Carolina",55,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22,23,28,9,17,0,12,0,12,0,12,10,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630013011,"Block Group 1, Census Tract 13.01, Durham County, North Carolina",152,46,0,12,0,12,0,12,6,9,0,12,0,12,12,18,0,12,6,10,27,24,27,25,5,9,0,12,52,33,13,14,0,12,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630013031,"Block Group 1, Census Tract 13.03, Durham County, North Carolina",141,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,11,9,9,17,20,13,12,14,14,15,13,22,22,19,17,20,20,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630013032,"Block Group 2, Census Tract 13.03, Durham County, North Carolina",114,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,34,22,24,4,6,4,6,15,13,16,18,10,11,0,12,0,12,0,12,0,12,6,9,0,12,0,12,0,12,0,12,0,12
1500000US370630013041,"Block Group 1, Census Tract 13.04, Durham County, North Carolina",248,71,0,12,0,12,0,12,17,27,0,12,0,12,0,12,0,12,17,20,26,29,21,25,32,31,12,19,19,23,48,36,31,23,17,21,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630014001,"Block Group 1, Census Tract 14, Durham County, North Carolina",70,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,32,8,13,14,15,0,12,6,10,0,12,11,15,7,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630014002,"Block Group 2, Census Tract 14, Durham County, North Carolina",85,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,27,7,10,28,26,5,9,0,12,0,12,0,12,0,12,12,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630015011,"Block Group 1, Census Tract 15.01, Durham County, North Carolina",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630015021,"Block Group 1, Census Tract 15.02, Durham County, North Carolina",10,18,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630015022,"Block Group 2, Census Tract 15.02, Durham County, North Carolina",17,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630015023,"Block Group 3, Census Tract 15.02, Durham County, North Carolina",6,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630015024,"Block Group 4, Census Tract 15.02, Durham County, North Carolina",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630015031,"Block Group 1, Census Tract 15.03, Durham County, North Carolina",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630016011,"Block Group 1, Census Tract 16.01, Durham County, North Carolina",416,107,0,12,0,12,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,0,12,0,12,55,67,57,41,28,37,98,75,0,12,92,56,45,35,13,22,0,12,0,12,0,12,0,12
1500000US370630016012,"Block Group 2, Census Tract 16.01, Durham County, North Carolina",1176,145,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,61,14,23,0,12,0,12,14,24,110,67,370,135,174,82,245,88,176,104,33,37,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630016013,"Block Group 3, Census Tract 16.01, Durham County, North Carolina",527,85,14,22,0,12,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,122,65,177,71,97,64,75,63,0,12,28,31,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630016031,"Block Group 1, Census Tract 16.03, Durham County, North Carolina",216,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,26,50,39,64,40,30,35,30,33,25,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630016032,"Block Group 2, Census Tract 16.03, Durham County, North Carolina",1149,162,0,12,0,12,17,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,33,209,144,102,64,327,158,199,94,253,125,21,32,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630016033,"Block Group 3, Census Tract 16.03, Durham County, North Carolina",419,110,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,23,0,12,0,12,0,12,0,12,42,40,67,50,204,102,34,39,57,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630016034,"Block Group 4, Census Tract 16.03, Durham County, North Carolina",701,115,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,36,38,0,12,36,41,73,47,101,69,108,60,274,113,46,44,13,20,0,12,0,12,0,12,0,12
1500000US370630016041,"Block Group 1, Census Tract 16.04, Durham County, North Carolina",712,116,15,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,32,48,45,140,97,188,79,87,65,169,67,19,29,18,28,0,12,0,12,0,12,0,12
1500000US370630016042,"Block Group 2, Census Tract 16.04, Durham County, North Carolina",1113,135,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,32,18,30,0,12,14,22,30,34,74,79,299,95,252,101,274,118,92,70,19,30,14,23,0,12,0,12,0,12
1500000US370630016043,"Block Group 3, Census Tract 16.04, Durham County, North Carolina",629,113,0,12,0,12,0,12,0,12,37,48,0,12,0,12,0,12,0,12,0,12,0,12,38,30,0,12,0,12,17,29,123,67,78,72,0,12,112,76,194,98,13,22,7,17,10,17,0,12,0,12,0,12
1500000US370630017051,"Block Group 1, Census Tract 17.05, Durham County, North Carolina",490,139,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,41,51,44,167,109,138,104,62,55,2,9,21,32,0,12,0,12,0,12,0,12,12,19,0,12
1500000US370630017052,"Block Group 2, Census Tract 17.05, Durham County, North Carolina",613,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,30,32,40,63,67,84,77,0,12,72,58,0,12,10,18,130,94,162,83,41,48,0,12,0,12,0,12
1500000US370630017053,"Block Group 3, Census Tract 17.05, Durham County, North Carolina",265,99,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,78,56,153,86,0,12,0,12,26,39,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630017061,"Block Group 1, Census Tract 17.06, Durham County, North Carolina",663,113,0,12,0,12,0,12,0,12,0,12,22,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,50,59,56,40,39,241,94,98,76,38,43,93,58,38,36,0,12,0,12,0,12,0,12
1500000US370630017062,"Block Group 2, Census Tract 17.06, Durham County, North Carolina",492,131,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,17,24,28,136,68,89,74,43,46,60,56,63,35,10,19,40,49,7,12,0,12,0,12,11,20,0,12
1500000US370630017071,"Block Group 1, Census Tract 17.07, Durham County, North Carolina",396,97,0,12,0,12,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,53,43,46,103,76,75,61,47,50,41,44,34,39,9,16,0,12,0,12,0,12,0,12
1500000US370630017072,"Block Group 2, Census Tract 17.07, Durham County, North Carolina",497,118,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,64,64,55,39,38,35,103,66,107,59,116,87,0,12,14,22,0,12,0,12,0,12,0,12
1500000US370630017073,"Block Group 3, Census Tract 17.07, Durham County, North Carolina",213,46,23,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,45,48,18,27,20,31,12,20,79,38,16,26,0,12,0,12,0,12,0,12,0,12
1500000US370630017074,"Block Group 4, Census Tract 17.07, Durham County, North Carolina",838,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,23,14,22,110,63,144,108,219,111,164,82,48,43,98,70,14,22,0,12,13,21,0,12,0,12
1500000US370630017075,"Block Group 5, Census Tract 17.07, Durham County, North Carolina",395,109,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,25,0,12,0,12,0,12,0,12,0,12,20,33,0,12,13,22,15,24,0,12,52,48,107,57,102,75,58,66,0,12,0,12
1500000US370630017081,"Block Group 1, Census Tract 17.08, Durham County, North Carolina",1197,152,0,17,0,17,0,17,11,18,11,17,0,17,0,17,0,17,0,17,15,16,10,15,48,48,42,44,166,77,209,97,268,88,197,85,110,67,88,75,6,11,0,17,9,14,7,13,0,17,0,17,0,17
1500000US370630017091,"Block Group 1, Census Tract 17.09, Durham County, North Carolina",153,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,23,37,0,12,0,12,0,12,79,62,0,12,0,12,0,12,26,34,0,12,0,12,0,12,15,25,0,12,0,12,0,12,0,12
1500000US370630017092,"Block Group 2, Census Tract 17.09, Durham County, North Carolina",184,98,0,12,0,12,0,12,0,12,9,16,0,12,0,12,0,12,0,12,26,49,59,78,25,30,0,12,45,44,12,20,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630017093,"Block Group 3, Census Tract 17.09, Durham County, North Carolina",323,118,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,21,79,87,9,15,16,25,0,12,68,52,64,43,45,51,0,12,30,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630017101,"Block Group 1, Census Tract 17.10, Durham County, North Carolina",764,115,0,12,0,12,14,20,0,12,0,12,0,12,0,12,0,12,5,7,0,12,0,12,38,31,9,15,115,64,122,54,203,78,121,61,95,76,14,22,23,30,5,12,0,12,0,12,0,12,0,12,0,12
1500000US370630017102,"Block Group 2, Census Tract 17.10, Durham County, North Carolina",262,75,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,19,31,0,12,56,52,78,37,69,48,16,25,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630017111,"Block Group 1, Census Tract 17.11, Durham County, North Carolina",249,70,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,10,16,94,56,32,32,28,25,46,37,0,12,20,22,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630017112,"Block Group 2, Census Tract 17.11, Durham County, North Carolina",77,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,29,11,19,0,12,10,14,17,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630017113,"Block Group 3, Census Tract 17.11, Durham County, North Carolina",192,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,25,0,12,39,30,37,24,44,41,20,23,9,14,0,12,10,15,0,12,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630018011,"Block Group 1, Census Tract 18.01, Durham County, North Carolina",576,139,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,26,24,39,38,43,170,97,137,109,150,83,28,34,0,12,6,10,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630018012,"Block Group 2, Census Tract 18.01, Durham County, North Carolina",187,106,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,33,0,12,0,12,17,25,0,12,0,12,34,55,96,89,19,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630018013,"Block Group 3, Census Tract 18.01, Durham County, North Carolina",873,207,10,20,15,25,0,12,8,14,18,29,0,12,0,12,0,12,0,12,19,33,113,121,37,43,157,120,82,61,150,104,79,72,89,76,41,48,55,86,0,12,0,12,0,12,0,12,0,12,0,12,0,12
