NAME,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25075_010E,B25075_011E,B25075_012E,B25075_013E,B25075_014E,B25075_015E,B25075_016E,B25075_017E,B25075_018E,B25075_019E,B25075_020E,B25075_021E,B25075_022E,B25075_023E,B25075_024E,B25075_025E,B25075_026E,B25075_027E,best_col,best,best_range
"Block Group 3, Census Tract 3.01, Durham County, North Carolina",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,37,0,20,6,20,7,0,0,0,18,8,"$150,000 to $174,999"
"Block Group 1, Census Tract 3.02, Durham County, North Carolina",369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,68,51,50,113,28,22,0,0,0,0,19,68,"$175,000 to $199,999"
"Block Group 2, Census Tract 3.02, Durham County, North Carolina",240,0,19,0,0,0,0,0,0,0,0,0,0,0,9,9,6,33,35,11,38,25,55,0,0,0,0,16,9,"$100,000 to $124,999"
"Block Group 3, Census Tract 3.02, Durham County, North Carolina",206,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,44,74,51,20,0,0,0,20,9,"$200,000 to $249,999"
"Block Group 1, Census Tract 4.01, Durham County, North Carolina",353,0,0,19,0,0,0,0,0,0,0,0,11,0,37,25,43,0,44,100,74,0,0,0,0,0,0,22,74,"$300,000 to $399,999"
"Block Group 2, Census Tract 4.01, Durham County, North Carolina",355,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,24,11,75,21,95,100,0,8,0,0,0,22,95,"$300,000 to $399,999"
"Block Group 3, Census Tract 4.01, Durham County, North Carolina",276,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,27,7,37,46,68,42,21,18,0,0,0,19,7,"$175,000 to $199,999"
"Block Group 1, Census Tract 4.02, Durham County, North Carolina",303,0,0,0,4,0,0,0,0,0,0,0,0,0,15,18,24,42,27,46,84,33,10,0,0,0,0,22,84,"$300,000 to $399,999"
"Block Group 1, Census Tract 5, Durham County, North Carolina",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,20,11,"$200,000 to $249,999"
"Block Group 2, Census Tract 5, Durham County, North Carolina",96,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,25,0,38,0,16,0,0,0,0,16,9,"$100,000 to $124,999"
"Block Group 3, Census Tract 5, Durham County, North Carolina",118,0,0,0,0,0,0,0,0,0,0,0,22,18,0,40,21,0,17,0,0,0,0,0,0,0,0,17,40,"$125,000 to $149,999"
"Block Group 4, Census Tract 5, Durham County, North Carolina",116,0,0,0,0,0,0,0,0,0,14,0,11,8,41,27,0,9,6,0,0,0,0,0,0,0,0,19,9,"$175,000 to $199,999"
"Block Group 1, Census Tract 6, Durham County, North Carolina",432,10,0,0,0,0,0,0,0,0,0,0,23,0,15,0,84,17,63,101,99,10,10,0,0,0,0,22,99,"$300,000 to $399,999"
"Block Group 2, Census Tract 6, Durham County, North Carolina",336,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,25,21,9,38,104,46,45,0,0,0,11,20,9,"$200,000 to $249,999"
"Block Group 3, Census Tract 6, Durham County, North Carolina",190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,52,32,14,0,0,0,22,92,"$300,000 to $399,999"
"Block Group 1, Census Tract 7, Durham County, North Carolina",120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,25,11,16,10,29,0,9,0,0,26,9,"$1,000,000 to $1,499,999"
"Block Group 2, Census Tract 7, Durham County, North Carolina",376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,27,85,39,80,64,45,19,0,0,0,20,85,"$200,000 to $249,999"
"Block Group 3, Census Tract 7, Durham County, North Carolina",347,0,0,0,0,0,0,0,0,0,21,0,0,11,8,0,24,26,88,39,55,27,31,17,0,0,0,20,88,"$200,000 to $249,999"
"Block Group 1, Census Tract 9, Durham County, North Carolina",82,0,0,0,0,0,0,0,0,4,0,7,0,18,42,5,0,0,4,2,0,0,0,0,0,0,0,13,7,"$70,000 to $79,999"
"Block Group 2, Census Tract 9, Durham County, North Carolina",66,0,7,0,0,0,0,0,16,0,4,0,11,0,6,0,0,16,0,6,0,0,0,0,0,0,0,4,7,"$10,000 to $14,999"
"Block Group 1, Census Tract 10.01, Durham County, North Carolina",95,9,0,10,0,0,0,0,0,0,19,0,0,20,37,0,0,0,0,0,0,0,0,0,0,0,0,3,9,"Less than $10,000"
"Block Group 2, Census Tract 10.01, Durham County, North Carolina",96,0,0,0,0,0,0,0,9,0,9,0,11,28,30,0,0,0,0,0,9,0,0,0,0,0,0,10,9,"$40,000 to $49,999"
"Block Group 3, Census Tract 10.01, Durham County, North Carolina",139,0,0,9,9,0,0,0,10,41,25,0,10,0,29,6,0,0,0,0,0,0,0,0,0,0,0,5,9,"$15,000 to $19,999"
"Block Group 1, Census Tract 10.02, Durham County, North Carolina",182,0,8,0,0,0,0,0,0,40,42,36,0,24,11,0,21,0,0,0,0,0,0,0,0,0,0,4,8,"$10,000 to $14,999"
"Block Group 2, Census Tract 10.02, Durham County, North Carolina",170,0,0,0,0,0,0,0,0,13,12,0,128,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17,17,"$125,000 to $149,999"
"Block Group 3, Census Tract 10.02, Durham County, North Carolina",58,0,0,0,0,0,0,0,0,0,11,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,16,47,"$100,000 to $124,999"
"Block Group 4, Census Tract 10.02, Durham County, North Carolina",147,0,0,0,0,0,0,0,0,0,0,38,0,0,81,12,0,0,16,0,0,0,0,0,0,0,0,16,81,"$100,000 to $124,999"
"Block Group 1, Census Tract 11, Durham County, North Carolina",104,0,0,0,0,0,0,0,0,0,0,0,14,0,0,37,13,8,4,14,14,0,0,0,0,0,0,19,8,"$175,000 to $199,999"
"Block Group 2, Census Tract 11, Durham County, North Carolina",65,0,0,0,0,0,0,0,0,16,18,11,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,16,9,"$100,000 to $124,999"
"Block Group 1, Census Tract 13.01, Durham County, North Carolina",160,0,5,0,6,0,0,16,0,12,18,31,5,0,48,9,7,3,0,0,0,0,0,0,0,0,0,17,9,"$125,000 to $149,999"
"Block Group 1, Census Tract 13.03, Durham County, North Carolina",133,0,0,0,0,0,0,0,0,6,6,4,11,14,49,14,0,27,0,0,2,0,0,0,0,0,0,11,6,"$50,000 to $59,999"
"Block Group 2, Census Tract 13.03, Durham County, North Carolina",75,5,0,0,0,0,0,0,0,0,18,17,2,2,11,9,7,0,4,0,0,0,0,0,0,0,0,17,9,"$125,000 to $149,999"
"Block Group 1, Census Tract 13.04, Durham County, North Carolina",217,0,0,0,0,0,0,0,0,19,35,21,16,0,17,62,33,7,0,0,0,7,0,0,0,0,0,19,7,"$175,000 to $199,999"
"Block Group 1, Census Tract 14, Durham County, North Carolina",87,0,0,0,0,0,0,0,0,18,18,12,6,8,7,12,6,0,0,0,0,0,0,0,0,0,0,15,8,"$90,000 to $99,999"
"Block Group 2, Census Tract 14, Durham County, North Carolina",93,0,0,0,0,0,0,9,0,38,6,29,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,9,9,"$35,000 to $39,999"
"Block Group 1, Census Tract 15.01, Durham County, North Carolina",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,"Less than $10,000"
"Block Group 1, Census Tract 15.02, Durham County, North Carolina",15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,2,"$125,000 to $149,999"
"Block Group 2, Census Tract 15.02, Durham County, North Carolina",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,20,16,"$200,000 to $249,999"
"Block Group 3, Census Tract 15.02, Durham County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"Less than $10,000"
"Block Group 4, Census Tract 15.02, Durham County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"Less than $10,000"
"Block Group 1, Census Tract 15.03, Durham County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"Less than $10,000"
"Block Group 1, Census Tract 16.01, Durham County, North Carolina",465,0,0,0,0,0,0,0,0,0,0,11,0,18,22,64,61,64,89,0,104,19,13,0,0,0,0,20,89,"$200,000 to $249,999"
"Block Group 2, Census Tract 16.01, Durham County, North Carolina",1184,18,0,0,0,0,0,0,0,0,43,16,0,0,30,134,400,168,207,116,52,0,0,0,0,0,0,22,52,"$300,000 to $399,999"
"Block Group 3, Census Tract 16.01, Durham County, North Carolina",460,32,0,12,0,0,0,0,0,0,0,0,0,15,0,123,157,47,47,0,27,0,0,0,0,0,0,19,47,"$175,000 to $199,999"
"Block Group 1, Census Tract 16.03, Durham County, North Carolina",198,0,0,0,0,0,0,0,0,0,0,0,0,0,14,62,60,13,28,8,13,0,0,0,0,0,0,21,8,"$250,000 to $299,999"
"Block Group 2, Census Tract 16.03, Durham County, North Carolina",1201,16,0,0,12,0,0,0,0,0,0,0,0,16,80,193,86,314,222,243,19,0,0,0,0,0,0,18,86,"$150,000 to $174,999"
"Block Group 3, Census Tract 16.03, Durham County, North Carolina",384,0,0,0,0,0,0,0,0,0,0,0,0,0,60,74,179,15,56,0,0,0,0,0,0,0,0,17,74,"$125,000 to $149,999"
"Block Group 4, Census Tract 16.03, Durham County, North Carolina",584,0,0,0,0,0,0,0,0,0,0,0,12,0,47,0,47,90,76,101,165,46,0,0,0,0,0,19,90,"$175,000 to $199,999"
"Block Group 1, Census Tract 16.04, Durham County, North Carolina",699,18,0,0,0,0,0,0,0,0,0,0,0,0,15,59,44,155,189,82,109,14,14,0,0,0,0,21,82,"$250,000 to $299,999"
"Block Group 2, Census Tract 16.04, Durham County, North Carolina",1064,0,0,0,0,0,0,0,0,0,0,0,23,0,12,17,33,91,315,235,213,83,42,0,0,0,0,19,91,"$175,000 to $199,999"
"Block Group 3, Census Tract 16.04, Durham County, North Carolina",647,0,0,0,0,56,0,0,0,0,0,0,40,17,0,19,132,71,0,94,156,17,33,12,0,0,0,21,94,"$250,000 to $299,999"
"Block Group 1, Census Tract 17.05, Durham County, North Carolina",472,0,0,0,0,0,0,0,0,0,0,0,0,0,37,73,256,37,36,3,20,0,0,0,0,10,0,17,73,"$125,000 to $149,999"
"Block Group 2, Census Tract 17.05, Durham County, North Carolina",603,0,0,0,0,0,0,0,0,0,0,20,0,0,22,60,103,0,58,0,14,121,153,20,0,32,0,17,60,"$125,000 to $149,999"
"Block Group 3, Census Tract 17.05, Durham County, North Carolina",183,0,0,0,0,0,0,0,0,0,0,0,0,0,37,95,0,17,25,9,0,0,0,0,0,0,0,17,95,"$125,000 to $149,999"
"Block Group 1, Census Tract 17.06, Durham County, North Carolina",594,0,0,0,0,0,22,0,0,0,0,0,0,0,0,23,77,49,179,100,69,49,26,0,0,0,0,18,77,"$150,000 to $174,999"
"Block Group 2, Census Tract 17.06, Durham County, North Carolina",444,0,0,0,0,0,0,0,0,0,0,0,0,13,52,114,78,35,44,35,42,23,8,0,0,0,0,24,8,"$500,000 to $749,999"
"Block Group 1, Census Tract 17.07, Durham County, North Carolina",391,0,0,16,0,0,0,0,0,0,0,0,0,0,0,39,63,47,88,15,59,33,31,0,0,0,0,20,88,"$200,000 to $249,999"
"Block Group 2, Census Tract 17.07, Durham County, North Carolina",562,0,0,0,0,0,0,0,0,0,0,0,0,0,16,110,78,44,100,100,82,0,15,0,17,0,0,22,82,"$300,000 to $399,999"
"Block Group 3, Census Tract 17.07, Durham County, North Carolina",180,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0,34,12,17,29,58,0,0,0,0,0,0,22,58,"$300,000 to $399,999"
"Block Group 4, Census Tract 17.07, Durham County, North Carolina",749,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,131,120,209,77,61,85,15,0,0,0,0,23,85,"$400,000 to $499,999"
"Block Group 5, Census Tract 17.07, Durham County, North Carolina",396,15,0,0,0,0,0,0,0,0,15,0,0,15,15,0,17,0,15,15,0,63,104,92,30,0,0,25,92,"$750,000 to $999,999"
"Block Group 1, Census Tract 17.08, Durham County, North Carolina",1186,0,0,0,6,7,0,0,0,0,8,14,43,51,191,212,261,215,87,69,4,0,0,8,10,0,0,20,87,"$200,000 to $249,999"
"Block Group 1, Census Tract 17.09, Durham County, North Carolina",201,0,0,0,0,0,0,0,12,0,19,27,0,0,116,0,0,0,13,0,0,0,14,0,0,0,0,13,27,"$70,000 to $79,999"
"Block Group 2, Census Tract 17.09, Durham County, North Carolina",206,0,0,0,0,12,0,0,0,0,18,61,24,0,37,14,0,0,0,0,40,0,0,0,0,0,0,13,61,"$70,000 to $79,999"
"Block Group 3, Census Tract 17.09, Durham County, North Carolina",321,0,0,0,0,0,0,0,0,12,64,10,23,0,57,66,48,9,32,0,0,0,0,0,0,0,0,19,9,"$175,000 to $199,999"
"Block Group 1, Census Tract 17.10, Durham County, North Carolina",712,9,0,12,0,0,0,0,0,3,0,0,40,21,97,136,219,88,33,24,22,8,0,0,0,0,0,16,97,"$100,000 to $124,999"
"Block Group 2, Census Tract 17.10, Durham County, North Carolina",230,4,0,0,0,0,0,0,0,0,10,0,14,0,55,75,55,10,7,0,0,0,0,0,0,0,0,17,75,"$125,000 to $149,999"
"Block Group 1, Census Tract 17.11, Durham County, North Carolina",217,8,0,0,0,0,0,0,0,0,0,0,9,0,10,110,48,23,0,0,9,0,0,0,0,0,0,14,9,"$80,000 to $89,999"
"Block Group 2, Census Tract 17.11, Durham County, North Carolina",64,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,11,8,0,0,0,0,0,0,0,0,20,8,"$200,000 to $249,999"
"Block Group 3, Census Tract 17.11, Durham County, North Carolina",186,0,0,0,0,0,0,0,0,22,0,9,53,55,25,0,0,9,0,13,0,0,0,0,0,0,0,13,9,"$70,000 to $79,999"
"Block Group 1, Census Tract 18.01, Durham County, North Carolina",593,0,0,0,0,0,0,0,0,0,12,0,23,13,32,219,167,92,23,0,0,12,0,0,0,0,0,19,92,"$175,000 to $199,999"
"Block Group 2, Census Tract 18.01, Durham County, North Carolina",167,0,13,0,0,0,0,0,14,0,0,13,0,0,37,75,0,0,0,0,0,15,0,0,0,0,0,17,75,"$125,000 to $149,999"
"Block Group 3, Census Tract 18.01, Durham County, North Carolina",892,9,29,0,0,13,0,0,0,0,25,75,70,121,148,140,139,73,50,0,0,0,0,0,0,0,0,3,9,"Less than $10,000"
"Block Group 4, Census Tract 18.01, Durham County, North Carolina",320,0,0,0,0,0,0,0,0,0,0,13,21,11,59,152,27,13,24,0,0,0,0,0,0,0,0,16,59,"$100,000 to $124,999"
"Block Group 5, Census Tract 18.01, Durham County, North Carolina",180,0,0,0,0,0,0,0,0,0,0,0,12,0,13,12,88,29,0,14,12,0,0,0,0,0,0,18,88,"$150,000 to $174,999"
"Block Group 1, Census Tract 18.02, Durham County, North Carolina",561,0,14,0,52,0,0,0,0,19,0,0,50,26,78,201,82,39,0,0,0,0,0,0,0,0,0,18,82,"$150,000 to $174,999"
"Block Group 2, Census Tract 18.02, Durham County, North Carolina",245,0,0,0,0,0,0,0,0,0,0,16,17,0,51,88,24,0,13,36,0,0,0,0,0,0,0,17,88,"$125,000 to $149,999"
"Block Group 3, Census Tract 18.02, Durham County, North Carolina",347,22,0,0,0,0,0,0,0,11,12,60,0,69,159,14,0,0,0,0,0,0,0,0,0,0,0,15,69,"$90,000 to $99,999"
"Block Group 4, Census Tract 18.02, Durham County, North Carolina",193,0,0,0,0,0,0,0,13,0,0,59,13,41,18,0,44,5,0,0,0,0,0,0,0,0,0,13,59,"$70,000 to $79,999"
"Block Group 1, Census Tract 18.06, Durham County, North Carolina",607,0,0,0,25,0,77,19,0,0,0,10,45,24,104,99,55,10,8,25,72,26,8,0,0,0,0,17,99,"$125,000 to $149,999"
"Block Group 2, Census Tract 18.06, Durham County, North Carolina",1345,44,29,0,0,0,0,0,0,51,0,0,32,0,136,388,358,99,126,58,0,0,24,0,0,0,0,19,99,"$175,000 to $199,999"
"Block Group 1, Census Tract 18.07, Durham County, North Carolina",766,128,73,37,13,0,0,0,0,0,27,0,49,0,95,69,99,99,36,0,13,16,12,0,0,0,0,18,99,"$150,000 to $174,999"
"Block Group 2, Census Tract 18.07, Durham County, North Carolina",1147,53,0,0,0,0,0,0,0,0,10,11,0,21,172,347,195,148,50,39,101,0,0,0,0,0,0,3,53,"Less than $10,000"
"Block Group 3, Census Tract 18.07, Durham County, North Carolina",785,0,0,0,0,0,0,0,0,0,0,0,0,0,163,304,268,24,0,0,14,12,0,0,0,0,0,17,304,"$125,000 to $149,999"
"Block Group 1, Census Tract 18.08, Durham County, North Carolina",773,30,15,0,0,0,0,0,9,0,0,0,41,0,43,26,145,136,246,50,32,0,0,0,0,0,0,10,9,"$40,000 to $49,999"
"Block Group 2, Census Tract 18.08, Durham County, North Carolina",2239,10,0,11,14,0,0,0,14,0,0,13,0,0,33,78,93,200,661,468,490,144,10,0,0,0,0,18,93,"$150,000 to $174,999"
"Block Group 1, Census Tract 18.09, Durham County, North Carolina",406,0,0,0,0,0,0,0,18,0,0,0,0,0,58,114,84,52,38,31,11,0,0,0,0,0,0,18,84,"$150,000 to $174,999"
"Block Group 2, Census Tract 18.09, Durham County, North Carolina",634,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,129,248,114,90,0,0,0,0,0,0,22,90,"$300,000 to $399,999"
"Block Group 1, Census Tract 19, Durham County, North Carolina",424,0,0,0,16,0,0,10,0,0,0,0,0,9,0,16,27,47,14,51,147,72,15,0,0,0,0,15,9,"$90,000 to $99,999"
"Block Group 2, Census Tract 19, Durham County, North Carolina",1029,0,9,0,0,0,0,0,0,7,0,0,0,17,7,32,194,190,332,54,69,77,17,17,7,0,0,4,9,"$10,000 to $14,999"
"Block Group 1, Census Tract 20.07, Durham County, North Carolina",811,26,0,12,0,0,0,0,0,0,0,0,0,16,48,36,89,53,147,123,199,62,0,0,0,0,0,18,89,"$150,000 to $174,999"
"Block Group 2, Census Tract 20.07, Durham County, North Carolina",660,0,0,0,0,0,0,0,0,0,0,0,21,0,54,113,47,33,137,112,47,15,40,14,27,0,0,16,54,"$100,000 to $124,999"
"Block Group 3, Census Tract 20.07, Durham County, North Carolina",295,26,0,0,0,0,0,0,0,0,0,0,0,0,32,46,51,37,7,39,43,0,14,0,0,0,0,20,7,"$200,000 to $249,999"
"Block Group 1, Census Tract 20.08, Durham County, North Carolina",341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,35,20,32,56,60,41,46,39,25,60,"$750,000 to $999,999"
"Block Group 2, Census Tract 20.08, Durham County, North Carolina",828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,13,109,124,191,56,193,81,20,8,12,18,9,"$150,000 to $174,999"
"Block Group 1, Census Tract 20.09, Durham County, North Carolina",398,9,0,0,0,0,0,0,19,30,31,0,58,10,75,95,26,0,45,0,0,0,0,0,0,0,0,17,95,"$125,000 to $149,999"
"Block Group 2, Census Tract 20.09, Durham County, North Carolina",383,0,0,50,0,0,0,0,17,0,15,11,30,24,110,18,25,18,27,23,0,15,0,0,0,0,0,5,50,"$15,000 to $19,999"
"Block Group 3, Census Tract 20.09, Durham County, North Carolina",425,0,0,0,0,0,0,0,0,10,17,54,105,57,57,67,19,8,21,10,0,0,0,0,0,0,0,19,8,"$175,000 to $199,999"
"Block Group 1, Census Tract 20.13, Durham County, North Carolina",496,0,9,0,0,0,0,0,0,0,0,0,0,0,120,67,77,55,67,72,29,0,0,0,0,0,0,4,9,"$10,000 to $14,999"
"Block Group 2, Census Tract 20.13, Durham County, North Carolina",252,0,5,0,0,0,0,0,0,0,0,0,0,10,27,84,65,27,9,17,0,0,8,0,0,0,0,20,9,"$200,000 to $249,999"
"Block Group 3, Census Tract 20.13, Durham County, North Carolina",743,11,15,0,0,0,0,0,0,9,8,0,0,0,6,116,146,54,257,111,10,0,0,0,0,0,0,11,9,"$50,000 to $59,999"
"Block Group 1, Census Tract 20.15, Durham County, North Carolina",304,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,89,86,57,32,0,0,0,0,0,0,0,18,89,"$150,000 to $174,999"
"Block Group 2, Census Tract 20.15, Durham County, North Carolina",132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,22,9,0,9,39,0,0,0,0,0,20,9,"$200,000 to $249,999"
"Block Group 3, Census Tract 20.15, Durham County, North Carolina",46,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,12,0,0,0,0,0,16,17,"$100,000 to $124,999"
"Block Group 1, Census Tract 20.16, Durham County, North Carolina",14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,"Less than $10,000"
"Block Group 2, Census Tract 20.16, Durham County, North Carolina",219,0,0,0,0,0,0,0,0,0,0,0,0,41,43,0,16,23,33,48,15,0,0,0,0,0,0,21,48,"$250,000 to $299,999"
"Block Group 1, Census Tract 20.17, Durham County, North Carolina",849,13,0,0,0,0,0,0,0,0,0,0,13,0,0,29,28,12,56,143,310,129,69,36,11,0,0,24,69,"$500,000 to $749,999"
"Block Group 2, Census Tract 20.17, Durham County, North Carolina",562,15,0,0,0,0,0,0,0,0,0,0,16,64,32,15,26,0,75,91,109,66,37,16,0,0,0,21,91,"$250,000 to $299,999"
"Block Group 3, Census Tract 20.17, Durham County, North Carolina",637,15,0,0,14,0,0,0,0,0,0,0,0,0,15,15,91,24,86,88,184,88,17,0,0,0,0,18,91,"$150,000 to $174,999"
"Block Group 1, Census Tract 20.18, Durham County, North Carolina",927,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,47,0,54,62,186,123,342,75,14,0,0,25,75,"$750,000 to $999,999"
"Block Group 2, Census Tract 20.18, Durham County, North Carolina",691,0,17,0,0,0,0,0,0,0,0,0,0,17,33,138,222,61,58,82,33,30,0,0,0,0,0,21,82,"$250,000 to $299,999"
"Block Group 3, Census Tract 20.18, Durham County, North Carolina",1034,14,0,0,0,0,0,0,0,0,22,0,0,0,0,0,7,115,213,167,194,204,79,19,0,0,0,24,79,"$500,000 to $749,999"
"Block Group 1, Census Tract 20.19, Durham County, North Carolina",225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,62,42,0,0,101,0,0,0,0,20,62,"$200,000 to $249,999"
"Block Group 2, Census Tract 20.19, Durham County, North Carolina",480,0,0,0,4,0,0,0,0,0,0,0,0,0,34,31,107,16,17,87,77,40,46,0,0,0,21,21,87,"$250,000 to $299,999"
"Block Group 3, Census Tract 20.19, Durham County, North Carolina",727,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,41,60,38,172,341,60,0,0,0,0,0,19,60,"$175,000 to $199,999"
"Block Group 1, Census Tract 20.20, Durham County, North Carolina",665,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14,32,54,163,311,75,0,0,0,0,0,23,75,"$400,000 to $499,999"
"Block Group 2, Census Tract 20.20, Durham County, North Carolina",1611,27,0,0,0,0,0,0,11,0,0,0,0,0,0,0,61,0,142,320,527,342,165,16,0,0,0,18,61,"$150,000 to $174,999"
"Block Group 1, Census Tract 20.21, Durham County, North Carolina",436,0,0,0,0,0,0,0,0,17,0,20,0,0,109,0,36,0,0,242,12,0,0,0,0,0,0,18,36,"$150,000 to $174,999"
"Block Group 2, Census Tract 20.21, Durham County, North Carolina",325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,33,129,109,0,0,0,0,0,0,19,54,"$175,000 to $199,999"
"Block Group 1, Census Tract 20.22, Durham County, North Carolina",210,12,0,14,0,0,0,0,0,0,0,17,0,0,0,0,34,87,31,15,0,0,0,0,0,0,0,19,87,"$175,000 to $199,999"
"Block Group 2, Census Tract 20.22, Durham County, North Carolina",652,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,49,100,246,113,98,0,0,0,0,0,0,22,98,"$300,000 to $399,999"
