NAME,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25075_010E,B25075_011E,B25075_012E,B25075_013E,B25075_014E,B25075_015E,B25075_016E,B25075_017E,B25075_018E,B25075_019E,B25075_020E,B25075_021E,B25075_022E,B25075_023E,B25075_024E,B25075_025E,B25075_026E,B25075_027E,best_col,best,best_range
"Block Group 1, Census Tract 9, Durham County, North Carolina",91,6,0,0,0,0,0,0,7,13,0,5,0,0,37,0,0,0,6,17,0,0,0,0,0,0,0,10,7,"$40,000 to $49,999"
"Block Group 2, Census Tract 9, Durham County, North Carolina",90,0,6,0,0,0,0,0,27,0,0,0,9,0,6,0,0,11,0,9,10,0,12,0,0,0,0,14,9,"$80,000 to $89,999"
"Block Group 1, Census Tract 10.01, Durham County, North Carolina",116,6,0,15,0,0,0,0,0,0,12,5,6,0,39,8,9,0,0,16,0,0,0,0,0,0,0,18,9,"$150,000 to $174,999"
"Block Group 2, Census Tract 10.01, Durham County, North Carolina",101,0,0,0,0,0,0,0,0,0,16,17,0,0,47,0,0,0,0,9,5,0,7,0,0,0,0,21,9,"$250,000 to $299,999"
"Block Group 3, Census Tract 10.01, Durham County, North Carolina",138,0,0,0,6,0,0,0,0,27,56,0,0,12,19,6,0,0,12,0,0,0,0,0,0,0,0,6,6,"$20,000 to $24,999"
"Block Group 1, Census Tract 10.02, Durham County, North Carolina",202,0,19,0,0,0,0,0,0,38,58,0,0,7,7,17,56,0,0,0,0,0,0,0,0,0,0,15,7,"$90,000 to $99,999"
"Block Group 2, Census Tract 10.02, Durham County, North Carolina",114,0,0,0,0,0,0,0,0,0,18,0,48,0,11,11,0,0,26,0,0,0,0,0,0,0,0,14,48,"$80,000 to $89,999"
"Block Group 3, Census Tract 10.02, Durham County, North Carolina",71,17,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,17,0,0,0,0,0,0,0,0,16,37,"$100,000 to $124,999"
"Block Group 4, Census Tract 10.02, Durham County, North Carolina",146,0,0,0,0,0,0,0,0,16,0,37,9,47,0,0,0,0,28,9,0,0,0,0,0,0,0,14,9,"$80,000 to $89,999"
"Block Group 1, Census Tract 11, Durham County, North Carolina",132,0,0,0,0,0,0,0,0,0,16,0,0,0,0,45,16,8,0,40,0,7,0,0,0,0,0,19,8,"$175,000 to $199,999"
"Block Group 2, Census Tract 11, Durham County, North Carolina",80,0,0,0,0,0,0,0,0,13,25,9,0,0,0,0,0,0,0,19,14,0,0,0,0,0,0,13,9,"$70,000 to $79,999"
"Block Group 1, Census Tract 13.01, Durham County, North Carolina",111,0,0,0,6,0,0,0,0,7,14,30,13,0,13,8,0,7,0,6,7,0,0,0,0,0,0,17,8,"$125,000 to $149,999"
"Block Group 1, Census Tract 13.03, Durham County, North Carolina",158,0,0,0,0,0,0,0,0,11,11,21,0,18,17,15,32,25,3,0,0,0,0,0,5,0,0,26,5,"$1,000,000 to $1,499,999"
"Block Group 2, Census Tract 13.03, Durham County, North Carolina",110,0,0,0,0,0,0,0,0,0,27,24,0,5,9,17,11,9,0,0,0,8,0,0,0,0,0,16,9,"$100,000 to $124,999"
"Block Group 1, Census Tract 13.04, Durham County, North Carolina",255,0,0,0,18,0,0,0,0,7,30,12,40,11,19,39,43,25,11,0,0,0,0,0,0,0,0,11,7,"$50,000 to $59,999"
"Block Group 1, Census Tract 14, Durham County, North Carolina",89,0,0,0,0,0,0,0,0,35,10,0,0,8,0,10,26,0,0,0,0,0,0,0,0,0,0,15,8,"$90,000 to $99,999"
"Block Group 2, Census Tract 14, Durham County, North Carolina",74,0,0,0,0,0,0,0,0,36,7,4,6,0,10,0,0,11,0,0,0,0,0,0,0,0,0,12,7,"$60,000 to $69,999"
"Block Group 1, Census Tract 15.01, Durham County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"Less than $10,000"
"Block Group 1, Census Tract 15.02, Durham County, North Carolina",14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,"Less than $10,000"
"Block Group 2, Census Tract 15.02, Durham County, North Carolina",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,20,15,"$200,000 to $249,999"
"Block Group 3, Census Tract 15.02, Durham County, North Carolina",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,20,11,"$200,000 to $249,999"
"Block Group 4, Census Tract 15.02, Durham County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"Less than $10,000"
"Block Group 1, Census Tract 15.03, Durham County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"Less than $10,000"
"Block Group 1, Census Tract 16.01, Durham County, North Carolina",418,0,0,15,0,0,0,0,0,0,0,16,0,0,40,59,60,30,39,0,99,47,13,0,0,0,0,22,99,"$300,000 to $399,999"
"Block Group 2, Census Tract 16.01, Durham County, North Carolina",1175,14,0,0,0,0,0,0,0,0,41,0,0,0,16,71,344,155,283,222,29,0,0,0,0,0,0,17,71,"$125,000 to $149,999"
"Block Group 3, Census Tract 16.01, Durham County, North Carolina",505,17,0,16,0,0,0,0,0,12,0,0,0,0,0,92,135,102,104,0,27,0,0,0,0,0,0,17,92,"$125,000 to $149,999"
"Block Group 1, Census Tract 16.03, Durham County, North Carolina",231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,71,28,50,31,0,0,0,0,0,0,16,18,71,"$150,000 to $174,999"
"Block Group 2, Census Tract 16.03, Durham County, North Carolina",1073,0,0,20,0,0,0,0,0,0,0,0,0,0,18,188,76,192,198,283,98,0,0,0,0,0,0,22,98,"$300,000 to $399,999"
"Block Group 3, Census Tract 16.03, Durham County, North Carolina",473,0,0,0,0,0,0,0,0,15,0,0,0,0,35,30,253,50,70,20,0,0,0,0,0,0,0,20,70,"$200,000 to $249,999"
"Block Group 4, Census Tract 16.03, Durham County, North Carolina",744,0,0,0,0,0,0,0,17,0,0,0,15,0,0,0,17,98,61,147,327,50,12,0,0,0,0,19,98,"$175,000 to $199,999"
"Block Group 1, Census Tract 16.04, Durham County, North Carolina",770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,84,207,155,232,17,21,0,0,0,0,19,84,"$175,000 to $199,999"
"Block Group 2, Census Tract 16.04, Durham County, North Carolina",1120,0,0,0,0,0,0,0,0,0,0,0,30,16,0,14,36,83,292,235,298,70,28,18,0,0,0,19,83,"$175,000 to $199,999"
"Block Group 3, Census Tract 16.04, Durham County, North Carolina",611,0,0,0,0,0,0,16,0,0,0,0,29,0,0,25,110,85,30,89,206,0,10,11,0,0,0,21,89,"$250,000 to $299,999"
"Block Group 1, Census Tract 17.05, Durham County, North Carolina",609,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,151,157,145,54,22,0,0,0,0,32,0,21,54,"$250,000 to $299,999"
"Block Group 2, Census Tract 17.05, Durham County, North Carolina",558,0,0,0,0,0,0,0,0,0,0,0,0,14,52,48,62,20,85,0,60,46,142,29,0,0,0,20,85,"$200,000 to $249,999"
"Block Group 3, Census Tract 17.05, Durham County, North Carolina",276,0,0,0,0,0,0,0,0,0,0,11,0,0,82,91,27,0,57,8,0,0,0,0,0,0,0,17,91,"$125,000 to $149,999"
"Block Group 1, Census Tract 17.06, Durham County, North Carolina",689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,218,118,122,85,50,0,0,0,0,23,85,"$400,000 to $499,999"
"Block Group 2, Census Tract 17.06, Durham County, North Carolina",435,0,0,0,0,0,0,0,0,0,0,0,0,0,11,130,35,0,73,97,16,58,9,0,0,6,0,21,97,"$250,000 to $299,999"
"Block Group 1, Census Tract 17.07, Durham County, North Carolina",350,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,21,101,46,76,34,34,14,0,0,0,0,21,76,"$250,000 to $299,999"
"Block Group 2, Census Tract 17.07, Durham County, North Carolina",585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,56,57,82,158,163,0,15,0,0,0,0,20,82,"$200,000 to $249,999"
"Block Group 3, Census Tract 17.07, Durham County, North Carolina",211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,0,13,109,17,0,0,0,0,0,18,38,"$150,000 to $174,999"
"Block Group 4, Census Tract 17.07, Durham County, North Carolina",810,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,108,115,218,177,33,82,31,0,15,0,0,23,82,"$400,000 to $499,999"
"Block Group 5, Census Tract 17.07, Durham County, North Carolina",378,15,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,40,17,0,29,99,94,50,0,0,24,99,"$500,000 to $749,999"
"Block Group 1, Census Tract 17.08, Durham County, North Carolina",1231,0,0,0,12,10,0,0,0,0,16,10,16,73,215,147,241,197,211,62,3,0,11,7,0,0,0,15,73,"$90,000 to $99,999"
"Block Group 1, Census Tract 17.09, Durham County, North Carolina",241,0,0,0,0,0,0,0,3,0,23,0,0,0,59,0,0,110,29,0,0,0,17,0,0,0,0,16,59,"$100,000 to $124,999"
"Block Group 2, Census Tract 17.09, Durham County, North Carolina",179,0,0,0,0,9,0,0,0,0,28,70,22,0,19,21,10,0,0,0,0,0,0,0,0,0,0,7,9,"$25,000 to $29,999"
"Block Group 3, Census Tract 17.09, Durham County, North Carolina",325,74,0,0,0,0,0,0,0,11,75,0,18,0,17,54,41,0,35,0,0,0,0,0,0,0,0,12,75,"$60,000 to $69,999"
"Block Group 1, Census Tract 17.10, Durham County, North Carolina",728,0,0,11,0,0,0,0,0,5,0,0,8,0,102,146,164,146,116,13,12,5,0,0,0,0,0,14,8,"$80,000 to $89,999"
"Block Group 2, Census Tract 17.10, Durham County, North Carolina",274,7,0,0,0,0,0,0,0,0,12,0,20,0,52,71,98,14,0,0,0,0,0,0,0,0,0,18,98,"$150,000 to $174,999"
"Block Group 1, Census Tract 17.11, Durham County, North Carolina",271,11,0,0,0,0,0,0,0,0,0,0,8,0,9,78,29,26,88,0,22,0,0,0,0,0,0,16,9,"$100,000 to $124,999"
"Block Group 2, Census Tract 17.11, Durham County, North Carolina",69,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,18,18,0,0,0,0,0,0,0,0,19,18,"$175,000 to $199,999"
"Block Group 3, Census Tract 17.11, Durham County, North Carolina",220,0,0,0,0,0,0,0,0,21,0,41,45,53,28,9,0,9,0,14,0,0,0,0,0,0,0,17,9,"$125,000 to $149,999"
"Block Group 1, Census Tract 18.01, Durham County, North Carolina",579,0,0,0,0,0,0,0,0,0,0,0,21,21,11,206,121,133,60,0,6,0,0,0,0,0,0,20,60,"$200,000 to $249,999"
"Block Group 2, Census Tract 18.01, Durham County, North Carolina",155,0,0,0,0,0,0,0,19,0,0,0,0,0,38,66,32,0,0,0,0,0,0,0,0,0,0,17,66,"$125,000 to $149,999"
"Block Group 3, Census Tract 18.01, Durham County, North Carolina",881,13,24,0,6,18,0,0,0,0,0,66,45,179,74,97,193,48,43,75,0,0,0,0,0,0,0,17,97,"$125,000 to $149,999"
"Block Group 4, Census Tract 18.01, Durham County, North Carolina",546,0,0,0,0,0,0,0,9,0,0,0,10,17,27,237,105,134,7,0,0,0,0,0,0,0,0,10,9,"$40,000 to $49,999"
"Block Group 5, Census Tract 18.01, Durham County, North Carolina",141,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,44,33,0,0,17,0,0,0,0,0,0,18,44,"$150,000 to $174,999"
"Block Group 1, Census Tract 18.02, Durham County, North Carolina",474,0,0,0,42,27,0,0,0,0,0,0,0,30,90,151,109,25,0,0,0,0,0,0,0,0,0,16,90,"$100,000 to $124,999"
"Block Group 2, Census Tract 18.02, Durham County, North Carolina",146,0,0,0,0,0,0,0,0,0,0,0,0,0,14,60,33,0,39,0,0,0,0,0,0,0,0,17,60,"$125,000 to $149,999"
"Block Group 3, Census Tract 18.02, Durham County, North Carolina",407,20,0,0,0,0,0,0,0,0,0,20,21,88,141,52,0,24,8,0,17,16,0,0,0,0,0,15,88,"$90,000 to $99,999"
"Block Group 4, Census Tract 18.02, Durham County, North Carolina",186,0,0,0,0,0,0,0,0,0,0,0,0,31,22,55,34,44,0,0,0,0,0,0,0,0,0,17,55,"$125,000 to $149,999"
"Block Group 1, Census Tract 18.06, Durham County, North Carolina",575,0,0,0,0,0,0,28,0,0,0,0,14,26,121,147,16,54,49,46,28,39,7,0,0,0,0,24,7,"$500,000 to $749,999"
"Block Group 2, Census Tract 18.06, Durham County, North Carolina",1562,15,0,0,0,0,0,0,0,74,0,0,0,0,111,330,255,183,221,315,16,0,42,0,0,0,0,11,74,"$50,000 to $59,999"
"Block Group 1, Census Tract 18.07, Durham County, North Carolina",719,101,66,90,0,0,0,0,0,0,17,0,33,0,52,47,95,82,76,0,13,14,33,0,0,0,0,18,95,"$150,000 to $174,999"
"Block Group 2, Census Tract 18.07, Durham County, North Carolina",1283,23,0,16,0,0,0,0,0,0,0,0,0,22,133,286,336,145,135,76,111,0,0,0,0,0,0,21,76,"$250,000 to $299,999"
"Block Group 3, Census Tract 18.07, Durham County, North Carolina",779,0,0,0,0,0,0,0,48,0,0,0,0,0,124,192,254,103,44,0,0,14,0,0,0,0,0,10,48,"$40,000 to $49,999"
"Block Group 1, Census Tract 18.08, Durham County, North Carolina",759,32,14,0,0,0,0,0,0,0,0,0,0,0,38,35,91,209,219,67,54,0,0,0,0,0,0,18,91,"$150,000 to $174,999"
"Block Group 2, Census Tract 18.08, Durham County, North Carolina",2803,20,0,0,15,0,0,0,14,0,0,14,0,0,32,97,56,189,593,659,862,199,53,0,0,0,0,17,97,"$125,000 to $149,999"
"Block Group 1, Census Tract 18.09, Durham County, North Carolina",446,0,0,0,0,0,0,0,20,0,0,0,0,0,17,142,111,82,34,0,40,0,0,0,0,0,0,19,82,"$175,000 to $199,999"
"Block Group 2, Census Tract 18.09, Durham County, North Carolina",568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,107,149,257,26,0,0,0,0,0,0,22,26,"$300,000 to $399,999"
"Block Group 1, Census Tract 19, Durham County, North Carolina",906,0,0,0,10,0,0,5,0,0,0,0,0,0,16,35,16,66,59,59,331,145,164,0,0,0,0,19,66,"$175,000 to $199,999"
"Block Group 2, Census Tract 19, Durham County, North Carolina",1086,0,6,0,0,0,0,0,11,7,0,0,0,0,0,25,103,141,436,93,77,112,59,9,7,0,0,21,93,"$250,000 to $299,999"
"Block Group 1, Census Tract 20.07, Durham County, North Carolina",825,0,0,7,0,15,0,0,0,0,0,0,0,0,103,66,60,12,180,138,139,105,0,0,0,0,0,5,7,"$15,000 to $19,999"
"Block Group 2, Census Tract 20.07, Durham County, North Carolina",613,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,84,34,136,87,76,71,38,0,45,0,0,21,87,"$250,000 to $299,999"
"Block Group 3, Census Tract 20.07, Durham County, North Carolina",299,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,38,40,126,8,25,0,18,0,0,0,0,17,9,"$125,000 to $149,999"
"Block Group 1, Census Tract 20.08, Durham County, North Carolina",380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,43,16,95,32,71,58,42,24,95,"$500,000 to $749,999"
"Block Group 2, Census Tract 20.08, Durham County, North Carolina",785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,71,58,239,74,194,67,36,12,0,23,74,"$400,000 to $499,999"
"Block Group 1, Census Tract 20.09, Durham County, North Carolina",450,0,0,0,0,0,0,23,9,0,0,0,49,9,78,117,101,0,45,19,0,0,0,0,0,0,0,10,9,"$40,000 to $49,999"
"Block Group 2, Census Tract 20.09, Durham County, North Carolina",293,9,0,0,0,0,0,0,24,0,18,0,49,6,67,40,9,22,16,0,9,24,0,0,0,0,0,3,9,"Less than $10,000"
"Block Group 3, Census Tract 20.09, Durham County, North Carolina",497,0,0,0,9,0,0,0,0,7,8,53,126,31,38,144,35,10,17,0,0,0,10,0,0,9,0,6,9,"$20,000 to $24,999"
"Block Group 1, Census Tract 20.13, Durham County, North Carolina",550,0,7,0,0,0,0,0,0,0,0,14,0,0,79,69,73,80,86,73,52,11,0,0,0,0,6,20,86,"$200,000 to $249,999"
"Block Group 2, Census Tract 20.13, Durham County, North Carolina",317,0,8,0,0,0,0,0,0,0,0,0,10,9,0,53,75,52,87,23,0,0,0,0,0,0,0,15,9,"$90,000 to $99,999"
"Block Group 3, Census Tract 20.13, Durham County, North Carolina",687,0,0,0,0,0,0,0,0,11,0,0,0,0,0,64,92,74,263,139,44,0,0,0,0,0,0,18,92,"$150,000 to $174,999"
"Block Group 1, Census Tract 20.15, Durham County, North Carolina",277,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,18,58,147,21,0,0,0,0,0,0,0,19,58,"$175,000 to $199,999"
"Block Group 2, Census Tract 20.15, Durham County, North Carolina",161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,27,27,0,19,47,0,0,0,0,0,23,47,"$400,000 to $499,999"
"Block Group 3, Census Tract 20.15, Durham County, North Carolina",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,21,15,"$250,000 to $299,999"
"Block Group 1, Census Tract 20.16, Durham County, North Carolina",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,25,18,"$750,000 to $999,999"
"Block Group 2, Census Tract 20.16, Durham County, North Carolina",257,0,0,0,0,0,0,0,0,0,0,0,0,0,46,63,0,9,37,62,13,27,0,0,0,0,0,19,9,"$175,000 to $199,999"
"Block Group 1, Census Tract 20.17, Durham County, North Carolina",843,0,0,0,0,0,0,0,0,0,0,0,11,0,0,14,13,27,71,98,319,156,56,65,13,0,0,21,98,"$250,000 to $299,999"
"Block Group 2, Census Tract 20.17, Durham County, North Carolina",660,0,0,0,0,0,0,0,0,0,0,0,15,50,47,52,43,0,30,57,146,141,57,22,0,0,0,21,57,"$250,000 to $299,999"
"Block Group 3, Census Tract 20.17, Durham County, North Carolina",611,0,0,0,16,0,0,0,0,0,0,0,0,0,17,15,49,0,64,100,171,121,58,0,0,0,0,20,64,"$200,000 to $249,999"
"Block Group 1, Census Tract 20.18, Durham County, North Carolina",1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,91,223,141,89,365,77,16,0,0,20,91,"$200,000 to $249,999"
"Block Group 2, Census Tract 20.18, Durham County, North Carolina",606,0,0,0,0,0,0,0,0,0,0,0,0,0,35,94,165,22,106,75,51,58,0,0,0,0,0,17,94,"$125,000 to $149,999"
"Block Group 3, Census Tract 20.18, Durham County, North Carolina",1035,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,0,82,148,184,238,184,138,11,0,0,0,19,82,"$175,000 to $199,999"
"Block Group 1, Census Tract 20.19, Durham County, North Carolina",273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,73,53,0,0,109,0,0,0,0,20,73,"$200,000 to $249,999"
"Block Group 2, Census Tract 20.19, Durham County, North Carolina",502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,68,28,16,64,28,114,92,23,0,0,30,24,92,"$500,000 to $749,999"
"Block Group 3, Census Tract 20.19, Durham County, North Carolina",730,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,31,47,109,119,335,72,0,0,0,0,0,23,72,"$400,000 to $499,999"
"Block Group 1, Census Tract 20.20, Durham County, North Carolina",718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,76,56,460,92,0,0,0,0,0,23,92,"$400,000 to $499,999"
"Block Group 2, Census Tract 20.20, Durham County, North Carolina",1781,17,0,0,0,0,0,0,12,0,0,0,0,0,0,0,34,0,85,224,630,429,304,34,0,0,12,20,85,"$200,000 to $249,999"
"Block Group 1, Census Tract 20.21, Durham County, North Carolina",349,0,0,0,0,0,0,0,0,14,0,16,0,0,46,0,46,0,13,131,83,0,0,0,0,0,0,22,83,"$300,000 to $399,999"
"Block Group 2, Census Tract 20.21, Durham County, North Carolina",364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,38,130,151,0,13,0,0,0,0,20,38,"$200,000 to $249,999"
"Block Group 1, Census Tract 20.22, Durham County, North Carolina",217,0,0,10,0,0,0,0,0,0,0,18,0,0,0,0,21,53,82,33,0,0,0,0,0,0,0,20,82,"$200,000 to $249,999"
"Block Group 2, Census Tract 20.22, Durham County, North Carolina",625,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,38,96,205,197,67,0,0,0,0,0,0,19,96,"$175,000 to $199,999"
