"B25075_001E","B25075_001M","B25075_002E","B25075_002M","B25075_003E","B25075_003M","B25075_004E","B25075_004M","B25075_005E","B25075_005M","B25075_006E","B25075_006M","B25075_007E","B25075_007M","B25075_008E","B25075_008M","B25075_009E","B25075_009M","B25075_010E","B25075_010M","B25075_011E","B25075_011M","B25075_012E","B25075_012M","B25075_013E","B25075_013M","B25075_014E","B25075_014M","B25075_015E","B25075_015M","B25075_016E","B25075_016M","B25075_017E","B25075_017M","B25075_018E","B25075_018M","B25075_019E","B25075_019M","B25075_020E","B25075_020M","B25075_021E","B25075_021M","B25075_022E","B25075_022M","B25075_023E","B25075_023M","B25075_024E","B25075_024M","B25075_025E","B25075_025M","B25075_026E","B25075_026M","B25075_027E","B25075_027M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $49,999","Margin of Error!!Total!!$40,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $69,999","Margin of Error!!Total!!$60,000 to $69,999","Estimate!!Total!!$70,000 to $79,999","Margin of Error!!Total!!$70,000 to $79,999","Estimate!!Total!!$80,000 to $89,999","Margin of Error!!Total!!$80,000 to $89,999","Estimate!!Total!!$90,000 to $99,999","Margin of Error!!Total!!$90,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $174,999","Margin of Error!!Total!!$150,000 to $174,999","Estimate!!Total!!$175,000 to $199,999","Margin of Error!!Total!!$175,000 to $199,999","Estimate!!Total!!$200,000 to $249,999","Margin of Error!!Total!!$200,000 to $249,999","Estimate!!Total!!$250,000 to $299,999","Margin of Error!!Total!!$250,000 to $299,999","Estimate!!Total!!$300,000 to $399,999","Margin of Error!!Total!!$300,000 to $399,999","Estimate!!Total!!$400,000 to $499,999","Margin of Error!!Total!!$400,000 to $499,999","Estimate!!Total!!$500,000 to $749,999","Margin of Error!!Total!!$500,000 to $749,999","Estimate!!Total!!$750,000 to $999,999","Margin of Error!!Total!!$750,000 to $999,999","Estimate!!Total!!$1,000,000 to $1,499,999","Margin of Error!!Total!!$1,000,000 to $1,499,999","Estimate!!Total!!$1,500,000 to $1,999,999","Margin of Error!!Total!!$1,500,000 to $1,999,999","Estimate!!Total!!$2,000,000 or more","Margin of Error!!Total!!$2,000,000 or more","id","Geographic Area Name"
"234","69","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","16","14","18","41","37","22","20","0","12","52","35","39","31","31","25","0","12","13","18","0","12","0","12","8","14","0","12","0","12","0","12","0","12","0","12","1500000US370630013041","Block Group 1, Census Tract 13.04, Durham County, North Carolina"
"96","33","0","12","8","13","0","12","0","12","0","12","0","12","0","12","5","9","11","15","9","14","15","17","8","13","9","14","9","13","0","12","22","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630014001","Block Group 1, Census Tract 14, Durham County, North Carolina"
"96","47","0","12","0","12","0","12","0","12","0","12","0","12","10","15","8","15","39","36","0","12","21","19","0","12","0","12","0","12","0","12","0","12","8","13","0","12","0","12","0","12","10","17","0","12","0","12","0","12","0","12","0","12","1500000US370630014002","Block Group 2, Census Tract 14, Durham County, North Carolina"
"5","7","5","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630015011","Block Group 1, Census Tract 15.01, Durham County, North Carolina"
"38","45","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","23","34","15","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630015021","Block Group 1, Census Tract 15.02, Durham County, North Carolina"
"16","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630015022","Block Group 2, Census Tract 15.02, Durham County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630015023","Block Group 3, Census Tract 15.02, Durham County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630015024","Block Group 4, Census Tract 15.02, Durham County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630015031","Block Group 1, Census Tract 15.03, Durham County, North Carolina"
"437","95","0","12","0","12","0","12","0","12","14","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","11","19","21","25","66","46","71","58","1","8","128","85","0","12","100","59","25","40","0","12","0","12","0","12","0","12","0","12","1500000US370630016011","Block Group 1, Census Tract 16.01, Durham County, North Carolina"
"1117","131","28","42","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","21","34","0","12","0","12","59","55","119","74","373","132","121","73","191","88","128","74","77","56","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630016012","Block Group 2, Census Tract 16.01, Durham County, North Carolina"
"493","94","56","63","0","12","15","23","0","12","0","12","16","26","0","12","0","12","0","12","0","12","0","12","0","12","32","37","0","12","40","35","162","75","98","66","35","37","21","33","18","29","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630016013","Block Group 3, Census Tract 16.01, Durham County, North Carolina"
"224","70","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","32","37","81","51","26","36","34","40","22","34","16","23","13","21","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630016031","Block Group 1, Census Tract 16.03, Durham County, North Carolina"
"1178","127","23","37","0","12","0","12","11","19","0","12","0","12","11","17","0","12","0","12","0","12","25","40","0","12","14","22","78","75","199","93","104","50","246","128","224","96","168","69","62","54","0","12","0","12","13","23","0","12","0","12","0","12","1500000US370630016032","Block Group 2, Census Tract 16.03, Durham County, North Carolina"
"379","107","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","27","33","0","12","0","12","0","12","0","12","61","44","45","31","219","100","10","18","5","8","0","12","0","12","0","12","0","12","0","12","0","12","0","12","12","19","1500000US370630016033","Block Group 3, Census Tract 16.03, Durham County, North Carolina"
"543","100","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","25","0","12","46","42","11","18","62","45","97","66","76","55","75","57","93","42","42","35","13","21","12","19","0","12","0","12","0","12","1500000US370630016034","Block Group 4, Census Tract 16.03, Durham County, North Carolina"
"732","98","10","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","20","32","89","60","116","71","179","85","177","77","70","37","71","55","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630016041","Block Group 1, Census Tract 16.04, Durham County, North Carolina"
"1035","120","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","59","55","0","12","25","30","66","50","346","98","224","93","205","100","70","70","40","44","0","12","0","12","0","12","0","12","1500000US370630016042","Block Group 2, Census Tract 16.04, Durham County, North Carolina"
"628","123","0","12","0","12","0","12","0","12","43","52","0","12","0","12","0","12","0","12","0","12","0","12","62","49","17","29","11","17","23","37","107","68","74","77","40","61","128","74","66","51","11","18","33","39","13","22","0","12","0","12","0","12","1500000US370630016043","Block Group 3, Census Tract 16.04, Durham County, North Carolina"
"488","128","0","12","16","24","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","26","34","37","155","88","146","86","77","48","31","41","0","12","0","12","0","12","0","12","0","12","0","12","13","21","0","12","1500000US370630017051","Block Group 1, Census Tract 17.05, Durham County, North Carolina"
"437","126","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","15","24","0","12","0","12","27","43","74","87","79","49","16","25","32","38","0","12","15","24","48","50","82","61","16","27","0","12","33","55","0","12","1500000US370630017052","Block Group 2, Census Tract 17.05, Durham County, North Carolina"
"226","86","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","25","40","0","12","0","12","0","12","16","26","128","65","17","41","40","45","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630017053","Block Group 3, Census Tract 17.05, Durham County, North Carolina"
"411","100","0","12","0","12","0","12","0","12","0","12","17","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","17","29","30","35","18","30","113","64","58","44","95","68","47","34","16","27","0","12","0","12","0","12","0","12","1500000US370630017061","Block Group 1, Census Tract 17.06, Durham County, North Carolina"
"480","99","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","40","39","47","48","103","63","46","64","54","42","55","42","65","50","42","40","28","41","0","12","0","12","0","12","0","12","0","12","1500000US370630017062","Block Group 2, Census Tract 17.06, Durham County, North Carolina"
"437","83","0","12","0","12","0","12","15","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","41","62","89","56","43","41","95","64","46","43","59","49","15","23","34","38","0","12","0","12","0","12","0","12","1500000US370630017071","Block Group 1, Census Tract 17.07, Durham County, North Carolina"
"662","111","0","12","0","12","12","21","0","12","0","12","0","12","0","12","0","12","22","36","0","12","0","12","0","12","12","21","32","35","95","75","94","67","51","48","154","91","85","56","88","62","0","12","0","12","0","12","17","28","0","12","0","12","1500000US370630017072","Block Group 2, Census Tract 17.07, Durham County, North Carolina"
"182","51","17","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","12","20","0","12","0","12","14","22","31","37","38","36","70","48","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630017073","Block Group 3, Census Tract 17.07, Durham County, North Carolina"
"659","113","0","12","0","12","18","29","0","12","0","12","0","12","0","12","15","24","0","12","0","12","0","12","0","12","0","12","17","26","32","36","92","48","129","80","173","94","23","25","112","72","33","40","15","25","0","12","0","12","0","12","0","12","1500000US370630017074","Block Group 4, Census Tract 17.07, Durham County, North Carolina"
"330","83","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","31","35","0","12","0","12","15","24","16","25","0","12","0","12","0","12","14","24","16","25","0","12","68","49","76","54","58","37","36","33","0","12","0","12","1500000US370630017075","Block Group 5, Census Tract 17.07, Durham County, North Carolina"
"1205","127","0","17","14","23","0","17","0","17","0","17","0","17","0","17","0","17","0","17","8","12","0","17","60","48","21","22","192","73","239","90","271","80","289","91","79","42","16","17","0","17","0","17","6","14","0","17","10","16","0","17","0","17","1500000US370630017081","Block Group 1, Census Tract 17.08, Durham County, North Carolina"
"180","98","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","54","59","0","12","0","12","106","74","0","12","0","12","0","12","20","31","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630017091","Block Group 1, Census Tract 17.09, Durham County, North Carolina"
"155","93","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","36","50","16","26","0","12","0","12","50","52","8","15","0","12","0","12","0","12","0","12","45","68","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630017092","Block Group 2, Census Tract 17.09, Durham County, North Carolina"
"330","95","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","23","48","48","0","12","125","75","29","33","45","42","47","38","22","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630017093","Block Group 3, Census Tract 17.09, Durham County, North Carolina"
"759","119","7","13","0","12","12","19","0","12","0","12","0","12","0","12","0","12","1","3","0","12","8","13","32","27","16","18","138","57","158","57","192","82","115","79","39","37","35","30","0","12","6","13","0","12","0","12","0","12","0","12","0","12","1500000US370630017101","Block Group 1, Census Tract 17.10, Durham County, North Carolina"
"204","54","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","12","19","0","12","0","12","0","12","75","49","60","41","37","39","16","18","4","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630017102","Block Group 2, Census Tract 17.10, Durham County, North Carolina"
"159","59","7","11","0","12","7","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8","14","0","12","24","24","80","51","29","29","4","9","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630017111","Block Group 1, Census Tract 17.11, Durham County, North Carolina"
"46","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","26","23","6","10","0","12","0","12","0","12","14","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630017112","Block Group 2, Census Tract 17.11, Durham County, North Carolina"
"160","60","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","15","15","16","15","18","32","24","51","39","30","36","0","12","0","12","8","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630017113","Block Group 3, Census Tract 17.11, Durham County, North Carolina"
"818","164","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","25","39","0","12","11","20","0","12","127","95","249","106","217","135","131","83","47","58","0","12","0","12","11","18","0","12","0","12","0","12","0","12","0","12","1500000US370630018011","Block Group 1, Census Tract 18.01, Durham County, North Carolina"
"121","58","0","12","13","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","26","29","0","12","0","12","31","49","27","30","12","22","0","12","0","12","0","12","0","12","12","20","0","12","0","12","0","12","0","12","0","12","1500000US370630018012","Block Group 2, Census Tract 18.01, Durham County, North Carolina"
"752","181","0","12","16","28","0","12","0","12","0","12","0","12","0","12","0","12","0","12","19","31","49","72","58","55","23","30","287","159","125","87","79","57","52","60","29","34","8","12","7","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018013","Block Group 3, Census Tract 18.01, Durham County, North Carolina"
"285","114","0","12","0","12","40","61","0","12","0","12","0","12","10","18","0","12","0","12","0","12","13","21","15","24","21","23","75","51","69","77","18","21","0","12","14","23","0","12","0","12","0","12","10","17","0","12","0","12","0","12","0","12","1500000US370630018014","Block Group 4, Census Tract 18.01, Durham County, North Carolina"
"206","68","0","12","0","12","0","12","18","31","0","12","0","12","0","12","0","12","0","12","0","12","0","12","11","17","0","12","0","12","0","12","103","51","29","27","0","12","23","35","12","18","0","12","0","12","0","12","0","12","10","17","0","12","1500000US370630018015","Block Group 5, Census Tract 18.01, Durham County, North Carolina"
"512","165","0","12","12","20","0","12","56","81","0","12","0","12","0","12","13","21","22","37","15","23","0","12","60","86","0","12","100","80","140","82","52","55","11","20","31","46","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018021","Block Group 1, Census Tract 18.02, Durham County, North Carolina"
"317","103","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","22","39","14","23","18","29","0","12","71","73","119","68","37","39","0","12","0","12","36","57","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018022","Block Group 2, Census Tract 18.02, Durham County, North Carolina"
"465","122","18","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","12","19","30","35","52","54","0","12","14","23","232","101","45","41","37","41","25","40","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018023","Block Group 3, Census Tract 18.02, Durham County, North Carolina"
"215","85","0","12","0","12","0","12","0","12","0","12","0","12","0","12","26","32","0","12","0","12","65","72","14","23","18","28","0","12","0","12","84","64","8","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018024","Block Group 4, Census Tract 18.02, Durham County, North Carolina"
"740","136","43","52","0","12","0","12","19","31","0","12","30","41","0","12","0","12","0","12","0","12","36","43","62","59","14","22","71","47","62","52","238","108","49","53","19","31","20","32","63","81","8","13","6","11","0","12","0","12","0","12","0","12","1500000US370630018061","Block Group 1, Census Tract 18.06, Durham County, North Carolina"
"1150","171","15","24","10","19","0","12","0","12","0","12","0","12","0","12","0","12","29","45","0","12","0","12","24","39","0","12","113","72","308","127","343","150","221","118","69","59","18","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018062","Block Group 2, Census Tract 18.06, Durham County, North Carolina"
"820","196","92","71","51","64","49","59","46","37","0","12","0","12","0","12","33","52","0","12","32","36","16","25","28","33","27","46","111","87","166","105","103","91","55","33","11","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018071","Block Group 1, Census Tract 18.07, Durham County, North Carolina"
"962","178","51","60","44","43","0","12","0","12","0","12","0","12","0","12","0","12","0","12","12","20","7","16","0","12","0","12","125","101","299","130","189","103","123","82","66","54","0","12","46","53","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018072","Block Group 2, Census Tract 18.07, Durham County, North Carolina"
"857","159","0","12","20","32","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","56","64","184","115","304","145","234","135","47","46","0","12","0","12","12","19","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018073","Block Group 3, Census Tract 18.07, Durham County, North Carolina"
"706","119","20","25","19","31","0","12","0","12","0","12","0","12","0","12","6","12","0","12","0","12","0","12","44","67","0","12","31","51","36","31","106","51","182","80","255","106","7","14","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018081","Block Group 1, Census Tract 18.08, Durham County, North Carolina"
"1564","197","12","20","0","17","13","21","0","17","0","17","0","17","0","17","15","24","0","17","0","17","1","9","0","17","0","17","33","37","45","45","80","48","215","87","460","161","304","96","354","148","24","29","8","13","0","17","0","17","0","17","0","17","1500000US370630018082","Block Group 2, Census Tract 18.08, Durham County, North Carolina"
"323","83","0","12","0","12","0","12","0","12","0","12","0","12","0","12","15","23","0","12","0","12","0","12","0","12","0","12","48","49","62","40","87","58","43","54","45","53","8","15","15","26","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630018091","Block Group 1, Census Tract 18.09, Durham County, North Carolina"
"670","163","15","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","29","33","13","22","60","48","69","55","282","132","66","45","121","109","15","24","0","12","0","12","0","12","0","12","0","12","1500000US370630018092","Block Group 2, Census Tract 18.09, Durham County, North Carolina"
"223","60","0","12","0","12","0","12","18","26","0","12","0","12","8","12","0","12","0","12","0","12","0","12","0","12","8","12","0","12","9","14","46","37","23","27","9","14","28","18","29","29","38","29","7","13","0","12","0","12","0","12","0","12","1500000US370630019001","Block Group 1, Census Tract 19, Durham County, North Carolina"
"982","88","0","12","0","12","0","12","0","12","21","24","0","12","0","12","0","12","8","12","0","12","6","9","0","12","21","28","32","25","8","12","242","79","198","57","263","103","17","21","72","46","75","42","0","12","19","21","0","12","0","12","0","12","1500000US370630019002","Block Group 2, Census Tract 19, Durham County, North Carolina"
"833","137","35","58","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","26","0","12","0","12","21","32","26","29","63","60","48","39","48","54","75","54","224","116","107","80","170","87","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020071","Block Group 1, Census Tract 20.07, Durham County, North Carolina"
"626","106","0","12","0","12","0","12","0","12","33","51","0","12","0","12","0","12","0","12","0","12","0","12","33","49","0","12","38","36","116","69","88","94","23","39","95","72","83","49","21","24","10","16","40","40","13","20","33","33","0","12","0","12","1500000US370630020072","Block Group 2, Census Tract 20.07, Durham County, North Carolina"
"353","94","17","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","24","0","12","0","12","0","12","0","12","11","17","55","67","15","26","0","12","36","36","89","61","53","48","22","34","41","49","0","12","0","12","0","12","0","12","1500000US370630020073","Block Group 3, Census Tract 20.07, Durham County, North Carolina"
"327","59","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","13","20","0","12","18","19","23","21","59","32","37","28","64","46","75","46","17","18","0","12","21","21","1500000US370630020081","Block Group 1, Census Tract 20.08, Durham County, North Carolina"
"840","72","0","12","20","29","0","12","0","12","8","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","15","66","59","42","40","87","38","135","50","103","52","54","33","163","60","83","40","61","47","0","12","9","14","1500000US370630020082","Block Group 2, Census Tract 20.08, Durham County, North Carolina"
"380","88","7","11","0","12","0","12","0","12","0","12","0","12","0","12","0","12","34","43","32","25","0","12","48","40","49","36","50","35","106","56","28","27","0","12","26","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020091","Block Group 1, Census Tract 20.09, Durham County, North Carolina"
"375","83","0","12","0","12","41","48","0","12","0","12","0","12","0","12","17","28","27","32","0","12","7","11","36","38","29","27","106","44","18","19","35","26","6","9","26","21","17","28","0","12","0","12","10","15","0","12","0","12","0","12","0","12","1500000US370630020092","Block Group 2, Census Tract 20.09, Durham County, North Carolina"
"509","89","0","12","0","12","0","12","0","12","0","12","0","12","7","13","0","12","10","16","17","28","50","48","38","31","110","63","85","50","84","51","85","53","0","12","15","20","8","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020093","Block Group 3, Census Tract 20.09, Durham County, North Carolina"
"474","76","0","12","9","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","13","20","120","47","71","37","80","47","44","41","50","48","43","30","27","25","0","12","7","13","10","15","0","12","0","12","0","12","1500000US370630020131","Block Group 1, Census Tract 20.13, Durham County, North Carolina"
"240","53","0","12","7","11","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","14","39","26","77","44","68","34","21","22","0","12","9","15","0","12","0","12","10","16","0","12","0","12","0","12","0","12","1500000US370630020132","Block Group 2, Census Tract 20.13, Durham County, North Carolina"
"766","90","10","15","10","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","22","0","12","0","12","0","12","22","25","147","77","157","57","90","46","282","75","34","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020133","Block Group 3, Census Tract 20.13, Durham County, North Carolina"
"297","101","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","21","39","0","12","0","12","0","12","123","78","41","54","78","71","21","19","0","12","0","12","13","21","0","12","0","12","0","12","0","12","1500000US370630020151","Block Group 1, Census Tract 20.15, Durham County, North Carolina"
"91","43","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","21","6","13","20","24","0","12","0","12","0","12","51","34","0","12","0","12","0","12","0","12","0","12","1500000US370630020152","Block Group 2, Census Tract 20.15, Durham County, North Carolina"
"41","39","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","15","24","0","12","15","24","0","12","0","12","0","12","0","12","11","17","0","12","0","12","0","12","0","12","0","12","1500000US370630020153","Block Group 3, Census Tract 20.15, Durham County, North Carolina"
"13","19","13","19","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020161","Block Group 1, Census Tract 20.16, Durham County, North Carolina"
"274","94","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","19","30","0","12","0","12","46","41","37","45","0","12","30","36","23","29","24","33","52","40","43","47","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370630020162","Block Group 2, Census Tract 20.16, Durham County, North Carolina"
"789","100","12","19","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","36","38","50","51","0","12","75","47","143","68","238","83","116","60","50","35","59","44","10","16","0","12","0","12","1500000US370630020171","Block Group 1, Census Tract 20.17, Durham County, North Carolina"
"609","115","13","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","18","28","0","12","0","12","0","12","58","77","33","38","12","19","69","50","0","12","95","63","86","54","87","58","46","40","81","74","11","18","0","12","0","12","0","12","1500000US370630020172","Block Group 2, Census Tract 20.17, Durham County, North Carolina"
"630","91","12","19","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","22","0","12","60","44","27","30","96","89","136","74","219","83","50","46","16","26","0","12","0","12","0","12","0","12","1500000US370630020173","Block Group 3, Census Tract 20.17, Durham County, North Carolina"
"866","146","14","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","15","25","0","12","0","12","33","37","17","28","46","41","99","60","199","84","111","53","198","89","102","60","32","38","0","12","0","12","1500000US370630020181","Block Group 1, Census Tract 20.18, Durham County, North Carolina"
"659","119","0","12","16","24","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","25","16","26","218","76","127","100","50","52","42","39","79","49","55","46","26","28","14","23","0","12","0","12","0","12","0","12","1500000US370630020182","Block Group 2, Census Tract 20.18, Durham County, North Carolina"
"924","124","19","31","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","19","28","0","12","0","12","0","12","0","12","16","25","28","32","58","43","169","72","78","56","197","76","153","73","165","95","22","37","0","12","0","12","0","12","1500000US370630020183","Block Group 3, Census Tract 20.18, Durham County, North Carolina"
"127","117","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","29","36","0","12","19","31","0","12","0","12","0","12","79","113","0","12","0","12","0","12","0","12","1500000US370630020191","Block Group 1, Census Tract 20.19, Durham County, North Carolina"
"411","131","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","34","41","13","21","114","70","16","28","18","28","95","97","96","62","0","12","13","21","0","12","0","12","0","12","12","21","1500000US370630020192","Block Group 2, Census Tract 20.19, Durham County, North Carolina"
"745","140","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","29","32","74","78","32","37","137","116","184","125","253","83","36","36","0","12","0","12","0","12","0","12","0","12","1500000US370630020193","Block Group 3, Census Tract 20.19, Durham County, North Carolina"
"719","147","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","23","37","0","12","0","12","0","12","0","12","8","14","30","34","73","69","192","115","280","118","113","88","0","12","0","12","0","12","0","12","0","12","1500000US370630020201","Block Group 1, Census Tract 20.20, Durham County, North Carolina"
